Account #	Customer Balance	Pers Prop Pin #
8669	         $14.05	2018-1213
8672	         $30.41	2018-381
8677	          $0.00	2018-2263
8677	          $0.00	2018-842
8678	         $37.51	2018-1324
8680	         $62.71	2018-1546
8680	         $62.71	2018-877
8680	         $62.71	2018-388
8681	          $0.00	2018-865
8681	          $0.00	2018-333
8683	          $0.00	2018-1027
8684	         $21.59	2018-1834
8684	         $21.59	2018-1035
8685	         $57.16	2018-878
8687	          $0.00	2018-1990
8687	          $0.00	2018-688
8689	         $18.29	2018-916
8691	          $0.00	2018-1156
8691	          $0.00	2018-1119
8692	         $28.05	2018-1938
8692	         $28.05	2018-1805
8694	          $3.81	2018-2231
8695	          $0.00	2018-2459
8695	          $0.00	2018-784
8696	          $0.00	2018-832
8700	          $0.06	2018-2658
8701	          $0.00	2018-1866
8702	          $0.00	2018-1625
8702	          $0.00	2018-1410
8704	         $64.99	2018-1412
8704	         $64.99	2018-119
8706	          $0.00	2018-2026
8706	          $0.00	2018-1194
8707	         $53.96	2018-1881
8707	         $53.96	2018-1377
8707	         $53.96	2018-271
8708	         $57.16	2018-879
8709	          $0.00	2018-1512
8710	          $0.00	2018-1475
8710	          $0.00	2018-1364
8711	          $0.00	2018-913
8712	         $20.08	2018-694
8713	        $119.93	2018-281
8714	          $0.00	2018-411
8716	          $0.00	2018-250
8718	         $58.22	2018-850
8719	         $65.20	2018-1480
8719	         $65.20	2018-1440
8720	          $0.00	2018-264
8722	         $34.38	2018-304
8723	         $41.43	2018-698
8726	          $0.00	2018-389
8727	         $20.10	2018-2115
8727	         $20.10	2018-1146
8728	         $38.64	2018-1321
8729	         $67.56	2018-664
8730	         $17.47	2018-833
8731	         $53.35	2018-1772
8731	         $53.35	2018-1255
8731	         $53.35	2018-425
8732	         $24.56	2018-1893
8732	         $24.56	2018-1808
8732	         $24.56	2018-1552
8733	          $0.00	2018-228
8736	          $0.00	2018-898
8737	         $39.18	2018-2030
8737	         $39.18	2018-1197
8738	         $19.13	2018-840
8741	         $65.65	2018-417
8741	         $65.65	2018-311
8742	         $11.48	2018-2094
8742	         $11.48	2018-1885
8746	          $0.00	2018-2215
8747	          $9.83	2018-2249
8747	          $9.83	2018-1908
8748	         $21.29	2018-727
8749	         $28.31	2018-433
8751	          $0.00	2018-1454
8752	         $12.36	2018-1331
8753	         $19.54	2018-721
8754	          $8.62	2018-1709
8755	         $16.16	2018-947
8757	          $0.00	2018-1105
8758	         $38.98	2018-1490
8758	         $38.98	2018-414
8759	          $0.00	2018-1664
8759	          $0.00	2018-699
8759	          $0.00	2018-499
8760	          $0.00	2018-1173
8761	          $9.35	2018-1518
8763	         $18.63	2018-880
8764	          $0.00	2018-1037
8765	         $18.63	2018-881
8767	        $-10.64	2018-1395
8768	         $36.75	2018-882
8769	         $12.25	2018-2113
8769	         $12.25	2018-1665
8772	          $0.00	2018-1466
8773	       $-104.77	2018-1751
8773	       $-104.77	2018-261
8774	         $24.12	2018-593
8775	         $35.74	2018-1400
8778	          $0.00	2018-1358
8778	          $0.00	2018-469
8783	         $19.77	2018-1976
8783	         $19.77	2018-1106
8785	         $66.92	2018-1555
8785	         $66.92	2018-1328
8786	          $0.00	2018-408
8788	         $11.71	2018-2080
8789	          $0.00	2018-706
8791	         $66.22	2018-883
8792	          $0.00	2018-2222
8792	          $0.00	2018-1964
8792	          $0.00	2018-1848
8793	          $0.00	2018-1380
8793	          $0.00	2018-1100
8794	          $0.00	2018-1900
8794	          $0.00	2018-1652
8795	          $0.00	2018-1735
8795	          $0.00	2018-1296
8795	          $0.00	2018-430
8796	          $0.00	2018-2467
8796	          $0.00	2018-2440
8802	         $24.77	2018-1326
8805	          $0.00	2018-2031
8806	          $0.00	2018-2636
8806	          $0.00	2018-951
8806	          $0.00	2018-654
8808	          $0.00	2018-684
8810	          $7.64	2018-1641
8811	         $34.21	2018-974
8812	         $23.29	2018-639
8814	          $0.00	2018-1287
8816	          $0.00	2018-1343
8816	          $0.00	2018-873
8817	         $18.63	2018-884
8818	         $57.16	2018-885
8820	         $36.75	2018-886
8821	          $0.00	2018-104
8822	          $0.00	2018-724
8823	         $35.59	2018-2107
8823	         $35.59	2018-1965
8824	          $9.37	2018-2173
8825	         $36.75	2018-887
8826	         $29.43	2018-1631
8826	         $29.43	2018-645
8827	          $0.00	2018-1689
8828	          $0.00	2018-1390
8829	          $0.00	2018-306
8830	         $16.48	2018-2033
8830	         $16.48	2018-1505
8831	         $18.63	2018-888
8832	         $28.80	2018-1743
8832	         $28.80	2018-616
8833	         $76.39	2018-2511
8833	         $76.39	2018-617
8834	         $18.15	2018-1642
8836	          $0.11	2018-889
8837	          $0.00	2018-890
8838	          $0.00	2018-465
8838	          $0.00	2018-50
8840	         $23.10	2018-1677
8840	         $23.10	2018-1202
8842	          $0.00	2018-2118
8842	          $0.00	2018-1127
8843	          $0.00	2018-358
8844	         $15.86	2018-1072
8846	         $71.88	2018-69
8847	          $0.00	2018-2060
8847	          $0.00	2018-1187
8849	          $9.51	2018-2335
8852	         $18.63	2018-891
8854	         $36.86	2018-1824
8854	         $36.86	2018-1234
8855	          $1.37	2018-2588
8856	         $29.53	2018-2543
8856	         $29.53	2018-1303
8857	          $0.00	2018-1160
8858	         $16.94	2018-892
8860	         $76.55	2018-1586
8860	         $76.55	2018-1066
8861	         $57.16	2018-893
8862	         $57.16	2018-894
8864	          $0.00	2018-405
8865	         $57.16	2018-895
8866	         $22.18	2018-1953
8866	         $22.18	2018-948
8867	         $19.71	2018-1968
8867	         $19.71	2018-1278
8869	         $18.23	2018-1600
8869	         $18.23	2018-1495
8884	          $0.00	2018-2359
8944	        $180.26	8944-2018
8945	        $369.78	8945-2018
8953	          $0.00	2018-1282
8954	         $16.87	2018-1002
8956	          $0.00	2018-286
8957	          $0.00	2018-2217
8957	          $0.00	2018-841
8957	          $0.00	2018-824
8958	         $80.08	2018-2022
8958	         $80.08	2018-79
8959	         $24.82	2018-1290
8959	         $24.82	2018-1185
8961	          $0.00	2018-2343
8963	         $30.77	2018-1946
8963	         $30.77	2018-517
8965	         $11.55	2018-1402
8966	         $34.16	2018-307
8967	          $0.00	2018-1494
8967	          $0.00	2018-1313
8968	          $0.00	2018-1347
8969	          $0.00	2018-215
8970	          $0.00	2018-1013
8971	          $0.00	2018-2052
8971	          $0.00	2018-1975
8971	          $0.00	2018-1574
8972	          $0.00	2018-308
8973	         $28.11	2018-1188
8974	          $0.00	2018-546
8975	          $0.00	2018-1526
8975	          $0.00	2018-541
8976	        $131.98	2018-94
8977	         $30.37	2018-2328
8977	         $30.37	2018-522
8978	          $0.00	2018-1650
8979	          $0.00	2018-1616
8979	          $0.00	2018-1516
8980	          $4.28	2018-2174
8981	          $0.00	2018-1759
8982	          $0.00	2018-2666
8982	          $0.00	2018-2331
8982	          $0.00	2018-378
8982	          $0.00	2018-105
8983	         $14.44	2018-2089
8983	         $14.44	2018-1680
8984	        $181.54	2018-1870
8984	        $181.54	2018-40
8984	        $181.54	2018-36
8985	          $0.00	2018-24
8986	         $32.53	2018-1547
8986	         $32.53	2018-661
8987	          $0.00	2018-1721
8988	          $8.40	2018-1623
8989	          $0.00	2018-1749
8991	         $12.74	2018-2204
8991	         $12.74	2018-1593
8994	          $0.63	2018-2650
8995	          $0.00	2018-1998
8995	          $0.00	2018-1030
8997	          $0.00	2018-1787
8997	          $0.00	2018-1125
8998	         $19.05	2018-1985
8999	          $7.31	2018-1761
9000	          $0.00	2018-1360
9002	          $0.00	2018-2053
9002	          $0.00	2018-1999
9003	         $24.22	2018-1974
9003	         $24.22	2018-935
9004	          $0.00	2018-1243
9007	          $0.00	2018-490
9009	         $67.57	2018-1373
9009	         $67.57	2018-495
9010	         $40.04	2018-1143
9010	         $40.04	2018-471
9011	         $26.52	2018-1316
9011	         $26.52	2018-1220
9012	          $2.72	2018-459
9013	         $16.41	2018-929
9014	          $0.00	2018-1058
9015	          $0.00	2018-2619
9015	          $0.00	2018-1012
9018	          $0.00	2018-2628
9018	          $0.00	2018-989
9019	         $12.94	2018-1293
9020	          $0.00	2018-1028
9021	         $20.91	2018-1839
9021	         $20.91	2018-1261
9022	          $0.00	2018-1488
9023	          $0.00	2018-1731
9023	          $0.00	2018-461
9024	         $20.27	2018-2629
9024	         $20.27	2018-725
9025	          $0.00	2018-310
9025	          $0.00	2018-293
9026	          $0.00	2018-2657
9026	          $0.00	2018-1228
9026	          $0.00	2018-970
9027	         $13.83	2018-1115
9029	          $0.00	2018-1550
9029	          $0.00	2018-812
9030	          $0.00	2018-2265
9030	          $0.00	2018-785
9032	          $0.00	2018-555
9034	         $10.66	2018-2198
9034	         $10.66	2018-2004
9035	         $25.39	2018-632
9036	          $0.00	2018-2049
9038	          $0.00	2018-53
9039	         $19.18	2018-1980
9039	         $19.18	2018-1150
9040	         $14.12	2018-2329
9040	         $14.12	2018-1348
9041	          $0.00	2018-2045
9041	          $0.00	2018-1238
9042	          $0.00	2018-1339
9042	          $0.00	2018-269
9044	          $0.00	2018-712
9044	          $0.00	2018-95
9045	         $46.05	2018-633
9047	          $0.00	2018-96
9048	          $0.00	2018-1873
9049	          $0.00	2018-713
9050	          $0.00	2018-1052
9050	          $0.00	2018-97
9051	         $18.02	2018-931
9052	          $9.52	2018-1603
9053	          $0.00	2018-38
9054	         $68.65	2018-379
9055	         $46.97	2018-2147
9055	         $46.97	2018-851
9056	         $22.15	2018-1970
9056	         $22.15	2018-1919
9056	         $22.15	2018-1667
9057	         $15.85	2018-968
9058	          $0.00	2018-1174
9061	          $0.00	2018-1484
9061	          $0.00	2018-1349
9062	         $30.10	2018-2481
9062	         $30.10	2018-509
9063	         $76.58	2018-55
9064	          $0.00	2018-615
9064	          $0.00	2018-436
9066	          $0.92	2018-2632
9067	         $18.93	2018-1718
9067	         $18.93	2018-1341
9068	          $0.00	2018-1559
9068	          $0.00	2018-859
9069	         $34.50	2018-966
9070	         $63.95	2018-504
9070	         $63.95	2018-248
9071	         $21.56	2018-1595
9071	         $21.56	2018-1199
9072	         $88.16	2018-942
9072	         $88.16	2018-516
9073	          $0.00	2018-37
9074	         $32.96	2018-1583
9074	         $32.96	2018-535
9076	         $29.88	2018-1849
9076	         $29.88	2018-1596
9076	         $29.88	2018-1297
9077	         $20.58	2018-2485
9077	         $20.58	2018-801
9078	         $29.79	2018-1588
9078	         $29.79	2018-649
9079	         $21.53	2018-1950
9079	         $21.53	2018-991
9080	          $0.00	2018-138
9081	          $0.00	2018-1398
9081	          $0.00	2018-862
9083	         $56.22	2018-1277
9083	         $56.22	2018-211
9084	          $0.00	2018-2120
9085	         $83.52	2018-252
9086	          $0.00	2018-1958
9086	          $0.00	2018-793
9089	          $5.95	2018-2420
9090	         $10.67	2018-1389
9092	         $19.99	2018-700
9096	          $0.00	2018-816
9097	          $0.00	2018-585
9098	         $14.60	2018-2540
9098	         $14.60	2018-1065
9099	          $0.00	2018-2039
9100	          $0.00	2018-2295
9100	          $0.00	2018-90
9101	         $17.42	2018-927
9102	          $0.00	2018-2182
9107	          $0.00	2018-1855
9107	          $0.00	2018-1284
9108	          $8.85	2018-2207
9109	         $58.81	2018-1619
9109	         $58.81	2018-769
9113	         $26.99	2018-2234
9113	         $26.99	2018-561
9114	         $17.47	2018-967
9115	         $24.78	2018-1263
9115	         $24.78	2018-1239
9116	          $0.00	2018-2426
9117	          $0.00	2018-2429
9118	         $77.00	2018-73
9119	          $0.00	2018-2103
9120	          $0.00	2018-1859
9120	          $0.00	2018-782
9121	          $0.00	2018-1539
9122	         $66.87	2018-98
9124	         $25.06	2018-1952
9124	         $25.06	2018-758
9125	          $0.32	2018-1886
9125	          $0.32	2018-847
9126	         $51.83	2018-160
9127	         $12.43	2018-1245
9128	          $5.36	2018-2048
9237	         $57.78	2018-2566
9237	         $57.78	2018-807
9237	         $57.78	2018-327
9238	          $0.00	2018-1763
9238	          $0.00	2018-116
9239	         $48.63	2018-178
9240	          $0.00	2018-981
9241	         $28.03	2018-2492
9241	         $28.03	2018-1730
9241	         $28.03	2018-976
9242	          $0.00	2018-2319
9242	          $0.00	2018-1822
9243	          $0.00	2018-1169
9244	         $30.80	2018-437
9245	          $5.03	2018-2142
9246	         $48.63	2018-179
9247	          $3.08	2018-2339
9248	         $56.82	2018-1422
9248	         $56.82	2018-229
9249	         $22.40	2018-1534
9249	         $22.40	2018-1335
9250	          $0.00	2018-1601
9250	          $0.00	2018-710
9251	         $15.97	2018-1069
9252	          $0.00	2018-539
9253	          $5.24	2018-2122
9254	          $0.00	2018-180
9255	          $5.73	2018-2071
9256	          $0.00	2018-671
9257	         $19.83	2018-805
9258	         $14.70	2018-1960
9258	         $14.70	2018-1744
9259	          $0.00	2018-1332
9260	         $24.02	2018-603
9261	         $68.67	2018-1434
9261	         $68.67	2018-129
9262	         $48.63	2018-181
9263	         $18.12	2018-2259
9263	         $18.12	2018-1193
9264	          $9.15	2018-1645
9265	          $9.74	2018-2162
9265	          $9.74	2018-2145
9266	         $14.85	2018-2449
9266	         $14.85	2018-1365
9267	          $0.00	2018-1575
9267	          $0.00	2018-547
9268	         $17.05	2018-2478
9268	         $17.05	2018-1181
9269	          $0.00	2018-1705
9269	          $0.00	2018-467
9270	         $51.84	2018-1756
9270	         $51.84	2018-829
9270	         $51.84	2018-590
9271	         $22.15	2018-1816
9271	         $22.15	2018-1166
9272	          $4.96	2018-2108
9273	         $28.60	2018-2479
9273	         $28.60	2018-548
9274	          $6.86	2018-1901
9275	          $0.00	2018-673
9275	          $0.00	2018-290
9275	          $0.00	2018-219
9276	          $0.00	2018-2209
9276	          $0.00	2018-163
9277	         $56.57	2018-1786
9277	         $56.57	2018-182
9278	          $0.00	2018-2169
9278	          $0.00	2018-667
9279	         $15.49	2018-1877
9279	         $15.49	2018-1436
9280	         $48.63	2018-183
9281	         $12.78	2018-1307
9282	         $48.63	2018-184
9283	         $48.63	2018-185
9284	         $41.67	2018-1437
9284	         $41.67	2018-444
9285	         $21.93	2018-2304
9285	         $21.93	2018-903
9286	         $29.35	2018-1498
9286	         $29.35	2018-856
9287	          $0.00	2018-2294
9287	          $0.00	2018-514
9288	         $17.16	2018-2229
9288	         $17.16	2018-1292
9289	          $0.00	2018-384
9290	          $0.00	2018-760
9291	          $0.00	2018-1333
9292	          $8.38	2018-1726
9293	         $48.63	2018-186
9294	          $0.00	2018-820
9295	         $24.83	2018-1991
9295	         $24.83	2018-1682
9295	         $24.83	2018-1576
9296	         $22.70	2018-658
9297	          $0.00	2018-187
9298	          $0.00	2018-896
9299	         $48.63	2018-188
9300	          $0.00	2018-407
9301	          $3.08	2018-2355
9302	          $3.08	2018-2356
9303	         $14.31	2018-1184
9304	          $0.00	2018-1788
9304	          $0.00	2018-1123
9305	          $3.08	2018-2358
9306	          $0.00	2018-1647
9306	          $0.00	2018-1385
9307	          $0.00	2018-1465
9308	          $0.00	2018-2170
9308	          $0.00	2018-190
9309	          $0.00	2018-875
9310	          $0.00	2018-368
9311	         $18.28	2018-919
9312	          $0.00	2018-395
9313	          $0.00	2018-2264
9313	          $0.00	2018-476
9314	          $0.00	2018-911
9315	          $0.00	2018-161
9316	          $0.00	2018-995
9316	          $0.00	2018-460
9317	          $0.00	2018-451
9318	          $0.00	2018-960
9319	      $3,143.84	2018-2594
9319	      $3,143.84	2018-905
9320	          $0.00	2018-1145
9320	          $0.00	2018-631
9321	          $0.00	2018-653
9322	         $25.66	2018-1549
9322	         $25.66	2018-1073
9323	         $-0.09	2018-2368
9324	         $19.49	2018-819
9325	          $0.00	2018-42
9326	          $0.00	2018-2480
9326	          $0.00	2018-2175
9326	          $0.00	2018-1692
9327	          $0.00	2018-1093
9327	          $0.00	2018-241
9328	         $48.63	2018-191
9329	         $10.39	2018-2313
9329	         $10.39	2018-1892
9330	         $29.66	2018-2144
9330	         $29.66	2018-580
9331	         $21.31	2018-1610
9331	         $21.31	2018-1378
9332	          $0.00	2018-607
9333	          $0.00	2018-1214
9333	          $0.00	2018-1149
9334	          $0.00	2018-1879
9334	          $0.00	2018-804
9335	         $56.57	2018-1789
9335	         $56.57	2018-192
9336	          $0.00	2018-1291
9336	          $0.00	2018-998
9337	          $0.00	2018-1553
9337	          $0.00	2018-1116
9338	         $18.60	2018-897
9339	         $46.23	2018-227
9340	         $33.69	2018-394
9341	          $7.57	2018-1821
9342	         $41.31	2018-262
9343	          $0.00	2018-1036
9344	          $0.00	2018-800
9344	          $0.00	2018-276
9345	          $0.00	2018-193
9346	          $0.00	2018-634
9347	          $0.00	2018-17
9348	         $27.21	2018-1455
9348	         $27.21	2018-1050
9349	          $9.74	2018-1580
9350	         $16.41	2018-1033
9351	          $0.00	2018-367
9352	         $48.63	2018-194
9353	          $5.63	2018-2079
9354	          $0.00	2018-973
9355	          $0.00	2018-1288
9356	         $-0.37	2018-195
9357	         $25.47	2018-2193
9357	         $25.47	2018-753
9358	          $0.00	2018-324
9359	          $0.00	2018-1280
9360	         $48.63	2018-197
9361	         $12.04	2018-2095
9361	         $12.04	2018-1809
9362	          $0.00	2018-1699
9363	          $0.00	2018-1074
9364	         $57.44	2018-2575
9364	         $57.44	2018-2007
9364	         $57.44	2018-176
9365	          $0.00	2018-2386
9366	          $0.00	2018-957
9367	          $0.00	2018-487
9368	          $0.00	2018-198
9369	          $0.00	2018-52
9370	         $13.17	2018-1281
9371	         $13.37	2018-1264
9372	         $27.37	2018-2670
9372	         $27.37	2018-458
9373	          $0.00	2018-1817
9374	          $0.00	2018-169
9375	         $26.73	2018-199
9376	         $82.07	2018-2110
9377	         $26.49	2018-2466
9377	         $26.49	2018-540
9378	         $28.58	2018-1670
9378	         $28.58	2018-813
9379	          $6.74	2018-1933
9380	         $79.45	2018-2292
9380	         $79.45	2018-2046
9380	         $79.45	2018-1618
9381	          $0.00	2018-2395
9382	          $0.00	2018-1719
9382	          $0.00	2018-754
9383	         $22.40	2018-677
9384	          $0.00	2018-1611
9384	          $0.00	2018-1111
9384	          $0.00	2018-592
9385	         $23.65	2018-2133
9385	         $23.65	2018-907
9386	          $4.70	2018-2149
9386	          $4.70	2018-2134
9386	          $4.70	2018-908
9387	          $0.00	2018-1359
9387	          $0.00	2018-364
9388	          $0.00	2018-641
9389	          $0.00	2018-418
9389	          $0.00	2018-312
9390	         $14.06	2018-1211
9391	         $15.31	2018-2221
9391	         $15.31	2018-1452
9392	          $0.00	2018-958
9392	          $0.00	2018-941
9393	          $0.00	2018-464
9394	          $0.00	2018-1029
9395	         $10.74	2018-1482
9396	         $25.91	2018-1334
9396	         $25.91	2018-1259
9397	         $48.63	2018-200
9398	          $9.52	2018-1502
9399	          $0.00	2018-625
9400	         $18.91	2018-854
9401	          $0.00	2018-2150
9401	          $0.00	2018-1152
9402	          $0.00	2018-1384
9403	         $15.09	2018-2251
9403	         $15.09	2018-1447
9404	          $0.00	2018-1493
9405	         $56.00	2018-113
9406	          $6.12	2018-2020
9407	         $48.63	2018-201
9408	          $0.00	2018-1371
9409	          $0.00	2018-1943
9409	          $0.00	2018-944
9410	         $54.21	2018-572
9410	         $54.21	2018-472
9411	          $0.00	2018-1936
9411	          $0.00	2018-473
9412	        $118.61	2018-18
9413	        $104.05	2018-20
9414	         $29.51	2018-2550
9414	         $29.51	2018-515
9415	          $0.00	2018-2171
9415	          $0.00	2018-202
9416	         $48.92	2018-994
9416	         $48.92	2018-423
9417	          $0.00	2018-203
9418	          $2.34	2018-1902
9418	          $2.34	2018-852
9419	          $0.00	2018-1428
9419	          $0.00	2018-322
9420	         $17.90	2018-933
9421	          $9.24	2018-1630
9422	         $31.94	2018-422
9423	          $0.00	2018-1064
9423	          $0.00	2018-642
9424	          $0.00	2018-500
9425	          $0.91	2018-1535
9426	          $0.00	2018-204
9427	          $0.00	2018-1971
9428	          $0.00	2018-747
9429	         $13.89	2018-2334
9429	         $13.89	2018-1478
9430	         $48.63	2018-205
9431	          $0.00	2018-1903
9431	          $0.00	2018-644
9432	          $0.00	2018-926
9433	         $18.68	2018-1790
9433	         $18.68	2018-1483
9434	         $48.63	2018-206
9435	          $0.00	2018-1660
9436	         $17.80	2018-1778
9436	         $17.80	2018-1571
9437	          $0.00	2018-14
9438	          $0.00	2018-71
9439	         $-0.36	2018-2068
9439	         $-0.36	2018-1966
9440	          $0.00	2018-520
9441	          $0.00	2018-2563
9441	          $0.00	2018-1895
9441	          $0.00	2018-1299
9442	         $48.63	2018-207
9443	         $-0.42	2018-1045
9443	         $-0.42	2018-682
9444	          $0.00	2018-2552
9444	          $0.00	2018-1054
9445	          $0.00	2018-1415
9445	          $0.00	2018-556
9446	         $14.06	2018-1210
9447	          $7.67	2018-1818
9448	          $0.00	2018-2021
9448	          $0.00	2018-1530
9449	          $0.00	2018-767
9450	          $0.00	2018-799
9450	          $0.00	2018-798
9451	          $0.00	2018-1814
9451	          $0.00	2018-874
9452	          $0.00	2018-2586
9453	          $0.00	2018-993
9454	          $0.00	2018-975
9455	         $24.30	2018-1934
9455	         $24.30	2018-962
9456	          $0.00	2018-2542
9456	          $0.00	2018-2541
9456	          $0.00	2018-2435
9456	          $0.00	2018-2141
9456	          $0.00	2018-1951
9456	          $0.00	2018-1702
9456	          $0.00	2018-1659
9456	          $0.00	2018-1346
9456	          $0.00	2018-1345
9456	          $0.00	2018-1159
9456	          $0.00	2018-1158
9456	          $0.00	2018-999
9456	          $0.00	2018-630
9456	          $0.00	2018-629
9456	          $0.00	2018-377
9456	          $0.00	2018-235
9456	          $0.00	2018-218
9456	          $0.00	2018-125
9456	          $0.00	2018-124
9456	          $0.00	2018-118
9456	          $0.00	2018-85
9456	          $0.00	2018-51
9457	          $0.00	2018-1791
9457	          $0.00	2018-208
9458	          $0.00	2018-64
9459	         $56.57	2018-1792
9459	         $56.57	2018-209
9460	         $10.13	2018-2470
9460	         $10.13	2018-1864
9461	         $42.04	2018-2061
9461	         $42.04	2018-356
9462	          $0.00	2018-2291
9462	          $0.00	2018-1053
9462	          $0.00	2018-484
9463	          $0.00	2018-972
9464	          $0.00	2018-485
9465	         $48.63	2018-210
9466	          $0.00	2018-2176
9467	          $6.94	2018-1819
9468	          $0.00	2018-16
9469	          $0.00	2018-915
9470	         $37.05	2018-1508
9470	         $37.05	2018-534
9471	          $0.00	2018-2553
9471	          $0.00	2018-283
9472	          $0.00	2018-1897
9472	          $0.00	2018-1124
9472	          $0.00	9472-2
9472	          $0.00	9472-3
9580	         $15.71	2018-9580
9581	         $55.01	2018-9581
9581	         $55.01	9581-B
